text,label,score,source_url,char_len,word_len
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main Races 5K HMF FitKids Run Virtual 5K Challenges Registration Info Volunteers Sponsorship Race Day Run for Good Results Saturday - March 8, 2025 O'SHENANIGANS 5K Results Start Times Lucky Challenge VIRTUAL 5K Not interested in racing in-person this year or maybe you just can’t make it to Southington? No problem, keep the tradition alive and take part in the Virtual O’ Shenanigans 5K! Run or walk the 3.1 mile race distance anywhere and anytime you’d like between March 8-16, then submit your 5K results through your haku participant account to make it official! All participants in the Virtual 5K still maintain their eligibility to be a part of the Lucky or Li’l Lucky Challenge ! PERKS Register for the Virtual O’ Shenanigans 5K option to get in on the race action from wherever you’d like! Run or walk anytime during this festive season between Saturday, March 8 and Sunday, March 16. VIRTUAL RACE BENEFITS: Event swag mailed to your door! Eligibility to take part in the Lucky or Li’l Lucky Challenge ! Verified Results DETAILS Results must be submitted through your haku account between 12:00 AM on Saturday, 3/8 and 11:59 PM on Monday, 3/17. Advanced wearable technology integrations Virtual Enhancements DETAILS Downloadable race bib Customizable finisher certificate Custom Run Irish themed playlist curated by the professionals at Powerstation Events PARTICIPANT REQUIREMENTS: Virtual race participants are urged not to run the official race course on Sunday morning (March 8). Registration fee is $27 for the Virtual 5K. Participants must be at least 5 years of age to enter the Virtual 5K. This event gives participants the flexibility to participate when and where it is convenient. As such, there are no deferments for virtual events . FAQS What is a virtual race? A virtual race is an alternative race experience that allows runners the freedom and flexibility to take part in a race from wherever they’d like. Simply register online, run or walk the race distance, then upload your finish time to compare it to others. When do I participate and how does the race get timed? You must run or walk your race between 12:00 AM on Saturday, March 8 and 11:59 PM on Sunday, March 16 and must be submitted through your haku participant account by 11:59 PM on Monday, March 17. All race options will be timed and measured using your own timing device. Where do I run? Anywhere you want! Start right at your front door, jump on a treadmill, head to your favorite bike trail, or create and explore a special new route to commemorate the race. Just be safe and have fun! RESULT SUBMISSION Participants will be timed and measured using their own timing device. To make your race official, submit a run or walk through your haku participant account between 12:00 AM on Saturday, March 8  and 11:59 PM on Monday, March 17 using one of the two following options: OPTION 1 /// ADD FROM WEARABLE – Sync a compatible wearable device prior to your activity. Results will be uploaded to your haku results platform once your watch resyncs to your application. Once your device syncs, select the activity to submit for results. Compatible with: Suunto / Polar / FitBit / Garmin / Under Armour Fitness Don’t have a wearable device? No problem! Download the Free MapMyRun / MapMyWalk / MapMyFitness App or FitBit App on your smartphone and use it to track your pace, time, and distance. OPTION 2 /// ADD MANUALLY – Enter results manually. Feel free to submit an image for verification of your activity. For details regarding activity tracking, wearable devices, timing, and results submission, CLICK HERE For issues with haku participant accounts, device syncing or leaderboard data, please contact support@hakusports.com Note: No awards presented in the virtual 5K. Results for virtual races will be displayed as their own category and will not be combined with the in-person results. OUR RACE IS MADE POSSIBLE BY THE GENEROSITY OF THESE PARTNERS The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,4,https://www.hartfordmarathon.com/oshenanigans-5k/races/virtual-5k/,4673,770
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main HMF FitKids HMF FitKids in School Junior Team HMF High School Program Donate Now HMF FITKIDS The HMF FitKids program is designed to inspire an interest in running among children aged two through eleven and is supported through the generosity of Dr. Susan Beris, a Southbury pediatrician. In conjunction with select family-friendly HMF Events, FitKids races are short distance fun runs that allow children the opportunity to participate in their own race, complete with finish line and finisher medal. Check individual event sites for registration information and details: O’Shenangians 5K : Saturday, March 8, 2025 Courthouse O’Putnam 5K : Sunday, March 9, 2025 O’Niantic 5K : Saturday, March 15, 2025 O’Hartford 5K & 10K : Sunday, March 16, 2025 Middletown 10K & 5K : Sunday, April 6, 2025 MahoneySabol 5K : Saturday, April 26, 2025 CT RACE IN THE PARK : Saturday, May 10, 2025 Mystic Half Marathon & 10K : Sunday, May 18, 2025 UConn Health Half Marathon, 10K & 5K : Saturday, June 7, 2025 L+M Hospital Summer Stride 5K & 10K : Sunday, June 15, 2025 MOVE! With the Urban League : Saturday, July 12, 2025 Old Wethersfield 5K & 10K : Sunday, August 17, 2025 Eversource Hartford Marathon, Half Marathon, Team 26.2 Relay, Charity 5K : Saturday, October 11, 2025 Donny’s Dash : Saturday, October 25, 2025 Husky Run & Ruck : Sunday, November 9, 2025 Norwich Winterfest 5K : Saturday, December 6, 2025 CLA Blue Back Mitten Run : Sunday, December 7, 2025 The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,2,https://www.hartfordmarathon.com/susie-beris-md-youth-running-program/hmf-fitkids/,2182,358
Main HMF FitKids HMF FitKids in School Junior Team HMF High School Program Donate Now,EVENT,0,https://www.hartfordmarathon.com/susie-beris-md-youth-running-program/hmf-fitkids/,85,15
"Subscribe to HMF Emails Limited space remains in the UConn Health Half Marathon, 10K & 5K – Sign Up Now! Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Challenge Series Policies Youth Running Confirm Registration Forms & Waivers Road Closures Upcoming Events COMPLETED EVENTS Saturday, June 7, 2025 UConn Health Half Marathon, 10K & 5K SIMSBURY, CT Info Register Results Sunday, June 8, 2025 WE RUN CT VIRTUAL EVENT /// JUNE 2 - 8 INFO REGISTER Sunday, June 15, 2025 L+M Hospital Summer Stride 5K & 10K NEW LONDON, CT Info Register Results Saturday, June 21, 2025 Summer Solstice Trail Run HEBRON, CT Info Register Results Thursday, June 26, 2025 Riverfront Hartford 5K HARTFORD, CT Info Register Results Saturday, July 12, 2025 Move! With the Urban League Presented By Pratt & Whitney HARTFORD, CT Info Register Results Thursday, July 24, 2025 Riverfront Hartford 4 Mile HARTFORD, CT Info Register Results Sunday, August 10, 2025 Niantic Bay Triathlon NIANTIC, CT Info Register Results Sunday, August 17, 2025 Old Wethersfield 5K & 10K WETHERSFIELD, CT Info Register Results Thursday, August 21, 2025 Riverfront East Hartford 5 Mile HARTFORD, CT Info Register Results Sunday, September 7, 2025 Surftown Half Marathon, Relay & 5K Presented by Westerly Hospital WESTERLY, RI Info Register Results Saturday, October 11, 2025 Eversource Hartford Marathon and Half Marathon, Team 26.2 Relay & Charity 5K HARTFORD, CT Info Register Results Saturday, October 25, 2025 Donny’s Dash SIMSBURY, CT INFO REGISTER RESULTS Thursday, October 30, 2025 HMF FitKids in School NEW BRITAIN, CT INFO DONATE Sunday, November 2, 2025 Western Mass 10 Presented by Trinity Health Of New England Orthopedics & NoHo 5K /// NORTHAMPTON, MA Info Register Results Sunday, November 9, 2025 Husky Run & Ruck STORRS, CT Info Register Results Saturday, December 6, 2025 Norwich Winterfest 5K NORWICH, CT INFO REGISTER RESULTS Sunday, December 7, 2025 CLA Blue Back Mitten Run WEST HARTFORD, CT INFO REGISTER RESULTS Friday, December 12, 2025 HMF 12KS of Christmas VIRTUAL EVENT /// DECEMBER 1 - 12 INFO REGISTER COMPLETED EVENTS Thursday, May 29, 2025 HMF FitKids in School MANCHESTER, CT INFO DONATE Sunday, May 18, 2025 Mystic Half Marathon & 10K MYSTIC, CT Info Results Saturday, May 10, 2025 CT RACE IN THE PARK NEW BRITAIN, CT INFO RESULTS Sunday, May 4, 2025 Burlington to Collinsville Classic 10K BURLINGTON, CT TO COLLINSVILLE, CT Info Results Saturday, April 26, 2025 MahoneySabol 5K at the Travelers Championship CROMWELL, CT Info Results Sunday, April 13, 2025 Rocky Neck Runfest NIANTIC, CT Info Results Sunday, April 6, 2025 Middletown 10K & 5K Run/Walk Presented By Eli Cannon's Tap Room MIDDLETOWN, CT Info Results Sunday, March 16, 2025 O’Hartford 5K and 10K Presented by Trinity Health Of New England Orthopedics HARTFORD, CT Info Results Saturday, March 15, 2025 O’Niantic 5K Presented By Five Churches By The Bay NIANTIC, CT Info Results Sunday, March 9, 2025 Courthouse O’Putnam 5K PUTNAM, CT Info Results Saturday, March 8, 2025 O’Shenanigans 5K SOUTHINGTON, CT Info Results The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,3,https://www.hartfordmarathon.com/hmf-events/,3721,591
"Upcoming Events COMPLETED EVENTS Saturday, June 7, 2025 UConn Health Half Marathon, 10K & 5K SIMSBURY, CT Info Register Results Sunday, June 8, 2025 WE RUN CT VIRTUAL EVENT /// JUNE 2 - 8 INFO REGISTER Sunday, June 15, 2025 L+M Hospital Summer Stride 5K & 10K NEW LONDON, CT Info Register Results Saturday, June 21, 2025 Summer Solstice Trail Run HEBRON, CT Info Register Results Thursday, June 26, 2025 Riverfront Hartford 5K HARTFORD, CT Info Register Results Saturday, July 12, 2025 Move! With the Urban League Presented By Pratt & Whitney HARTFORD, CT Info Register Results Thursday, July 24, 2025 Riverfront Hartford 4 Mile HARTFORD, CT Info Register Results Sunday, August 10, 2025 Niantic Bay Triathlon NIANTIC, CT Info Register Results Sunday, August 17, 2025 Old Wethersfield 5K & 10K WETHERSFIELD, CT Info Register Results Thursday, August 21, 2025 Riverfront East Hartford 5 Mile HARTFORD, CT Info Register Results Sunday, September 7, 2025 Surftown Half Marathon, Relay & 5K Presented by Westerly Hospital WESTERLY, RI Info Register Results Saturday, October 11, 2025 Eversource Hartford Marathon and Half Marathon, Team 26.2 Relay & Charity 5K HARTFORD, CT Info Register Results Saturday, October 25, 2025 Donny’s Dash SIMSBURY, CT INFO REGISTER RESULTS Thursday, October 30, 2025 HMF FitKids in School NEW BRITAIN, CT INFO DONATE Sunday, November 2, 2025 Western Mass 10 Presented by Trinity Health Of New England Orthopedics & NoHo 5K /// NORTHAMPTON, MA Info Register Results Sunday, November 9, 2025 Husky Run & Ruck STORRS, CT Info Register Results Saturday, December 6, 2025 Norwich Winterfest 5K NORWICH, CT INFO REGISTER RESULTS Sunday, December 7, 2025 CLA Blue Back Mitten Run WEST HARTFORD, CT INFO REGISTER RESULTS Friday, December 12, 2025 HMF 12KS of Christmas VIRTUAL EVENT /// DECEMBER 1 - 12 INFO REGISTER",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,1835,295
"Saturday, June 7, 2025 UConn Health Half Marathon, 10K & 5K SIMSBURY, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,94,16
"Sunday, June 8, 2025 WE RUN CT VIRTUAL EVENT /// JUNE 2 - 8 INFO REGISTER",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,73,16
"Sunday, June 15, 2025 L+M Hospital Summer Stride 5K & 10K NEW LONDON, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,94,17
"Saturday, June 21, 2025 Summer Solstice Trail Run HEBRON, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,82,13
"Thursday, June 26, 2025 Riverfront Hartford 5K HARTFORD, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,81,12
"Saturday, July 12, 2025 Move! With the Urban League Presented By Pratt & Whitney HARTFORD, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,115,19
"Thursday, July 24, 2025 Riverfront Hartford 4 Mile HARTFORD, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,85,13
"Sunday, August 10, 2025 Niantic Bay Triathlon NIANTIC, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,79,12
"Sunday, August 17, 2025 Old Wethersfield 5K & 10K WETHERSFIELD, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,88,14
"Thursday, August 21, 2025 Riverfront East Hartford 5 Mile HARTFORD, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,92,14
"Sunday, September 7, 2025 Surftown Half Marathon, Relay & 5K Presented by Westerly Hospital WESTERLY, RI Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,126,19
"Saturday, October 11, 2025 Eversource Hartford Marathon and Half Marathon, Team 26.2 Relay & Charity 5K HARTFORD, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,138,21
"Saturday, October 25, 2025 Donny’s Dash SIMSBURY, CT INFO REGISTER RESULTS",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,74,11
"Thursday, October 30, 2025 HMF FitKids in School NEW BRITAIN, CT INFO DONATE",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,76,13
"Sunday, November 2, 2025 Western Mass 10 Presented by Trinity Health Of New England Orthopedics & NoHo 5K /// NORTHAMPTON, MA Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,147,24
"Sunday, November 9, 2025 Husky Run & Ruck STORRS, CT Info Register Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,74,13
"Saturday, December 6, 2025 Norwich Winterfest 5K NORWICH, CT INFO REGISTER RESULTS",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,82,12
"Sunday, December 7, 2025 CLA Blue Back Mitten Run WEST HARTFORD, CT INFO REGISTER RESULTS",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,89,15
"Friday, December 12, 2025 HMF 12KS of Christmas VIRTUAL EVENT /// DECEMBER 1 - 12 INFO REGISTER",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,95,17
"COMPLETED EVENTS Thursday, May 29, 2025 HMF FitKids in School MANCHESTER, CT INFO DONATE Sunday, May 18, 2025 Mystic Half Marathon & 10K MYSTIC, CT Info Results Saturday, May 10, 2025 CT RACE IN THE PARK NEW BRITAIN, CT INFO RESULTS Sunday, May 4, 2025 Burlington to Collinsville Classic 10K BURLINGTON, CT TO COLLINSVILLE, CT Info Results Saturday, April 26, 2025 MahoneySabol 5K at the Travelers Championship CROMWELL, CT Info Results Sunday, April 13, 2025 Rocky Neck Runfest NIANTIC, CT Info Results Sunday, April 6, 2025 Middletown 10K & 5K Run/Walk Presented By Eli Cannon's Tap Room MIDDLETOWN, CT Info Results Sunday, March 16, 2025 O’Hartford 5K and 10K Presented by Trinity Health Of New England Orthopedics HARTFORD, CT Info Results Saturday, March 15, 2025 O’Niantic 5K Presented By Five Churches By The Bay NIANTIC, CT Info Results Sunday, March 9, 2025 Courthouse O’Putnam 5K PUTNAM, CT Info Results Saturday, March 8, 2025 O’Shenanigans 5K SOUTHINGTON, CT Info Results",EVENT,3,https://www.hartfordmarathon.com/hmf-events/,983,159
"Thursday, May 29, 2025 HMF FitKids in School MANCHESTER, CT INFO DONATE",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,71,12
"Sunday, May 18, 2025 Mystic Half Marathon & 10K MYSTIC, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,71,13
"Saturday, May 10, 2025 CT RACE IN THE PARK NEW BRITAIN, CT INFO RESULTS",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,71,14
"Sunday, May 4, 2025 Burlington to Collinsville Classic 10K BURLINGTON, CT TO COLLINSVILLE, CT Info Results",EVENT,3,https://www.hartfordmarathon.com/hmf-events/,106,16
"Saturday, April 26, 2025 MahoneySabol 5K at the Travelers Championship CROMWELL, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,96,14
"Sunday, April 13, 2025 Rocky Neck Runfest NIANTIC, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,66,11
"Sunday, April 6, 2025 Middletown 10K & 5K Run/Walk Presented By Eli Cannon's Tap Room MIDDLETOWN, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,113,19
"Sunday, March 16, 2025 O’Hartford 5K and 10K Presented by Trinity Health Of New England Orthopedics HARTFORD, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,125,20
"Saturday, March 15, 2025 O’Niantic 5K Presented By Five Churches By The Bay NIANTIC, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,100,17
"Sunday, March 9, 2025 Courthouse O’Putnam 5K PUTNAM, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,68,11
"Saturday, March 8, 2025 O’Shenanigans 5K SOUTHINGTON, CT Info Results",EVENT,2,https://www.hartfordmarathon.com/hmf-events/,69,10
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main Races 5K HMF FitKids Run Virtual 5K Challenges Registration Info Volunteers Sponsorship Race Day Run for Good Results Saturday - March 8, 2025 O'SHENANIGANS 5K Results Start Times Lucky Challenge HMF FITKIDS The HMF FitKids program is designed to inspire an interest in running among children aged two through eleven and is supported through the generosity of Dr. Susan Beris, a Southbury pediatrician. HMF also offers an expanded platform of youth running programs under the umbrella of the Susie Beris, MD Youth Running Program. More… Donate Now DESCRIPTION All HMF FitKids Runs are $12 for children ages 2-11. Parents/escorts accompanying their children may run for free. Parent/guardian must sign waiver during the registration process for children to participate. Register online using the button above or register in person on race day. All participants receive a finisher’s medal and custom swag. LOCATION All HMF FitKids Runs will start and finish on the Farmington Canal Heritage Trail, behind Kinsmen Brewing. DISTANCES OFFERED ¼ mile and ½ mile Children should line up accordingly and run in the distance most appropriate to their age ( click here for age/distance chart). OUR RACE IS MADE POSSIBLE BY THE GENEROSITY OF THESE PARTNERS The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,2,https://www.hartfordmarathon.com/oshenanigans-5k/races/hmf-fitkids-run/,1980,307
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main Races 5K HMF FitKids Run Virtual 5K Challenges Registration Info Volunteers Sponsorship Race Day Run for Good Results Saturday - March 8, 2025 O'SHENANIGANS 5K Results Start Times Lucky Challenge 5K Starts and finishes outside of Kinsmen Brewing on Canal Street in Southington. This fast course runs south on rural roads into Cheshire and past the famous Kurtz Farm, one of CT’s largest garden nurseries with over twenty-two greenhouse-covered acres and nearly 10,000 different varieties of plants. A left hand turn brings runners onto the scenic Farmington Canal Heritage Trail, routing back into Southington and onto the roads to finish. COURSE The race start will be on Canal Street, just south of Kinsmen Brewing and consist of one corral with “Self Seed” pace per mile signs to assist with participant spacing. Click here for a detailed, downloadable Course Map Para Athletes and Course Suitability: Click here for more details and suggested events for wheelchairs. COURSE SUPPORT MARKINGS: Yellow signs with blue arrows mark all turns All mile points are marked on the road and with signs Clocks at finish line and along the course AMENITIES: Hydration (Water) Pre/Post Race & Mile 1.5 Open cup service, handed out at arms length Participants are encouraged to carry their own fluids Portalets: Pre/Post Race Medical personnel Event alert system notifications in the pre-race area and at each water station. More... DIVISIONS & AWARDS EVENT RECORDS: Male: 15:35 – set by Braeden Laframbois in 2025 Female: 18:22 – set by Rosa Moriello in 2023 DIVISIONS: Top 3 Overall Male and Female Male Age Group – 9 & under, and 5-year age groups from 10-80+ Female Age Group – 9 & under, and 5-year age groups from 10-80+ Clydesdale (men 200+lbs.) Athena (women 150+lbs.) Nonbinary/Genderqueer More… Para Athletes More… AWARDS: Commemorative Awards to the Top 3 in Each Division Overall awards based on gun time, all others awarded on chip time No “double dipping” To collect an award after race day, click here LOCAL LEGEND: New in 2025! Special Awards will be presented to the first Overall Male & Female Finisher from Southington or Cheshire, CT This award may be “double dipped” with the divisional awards above COSTUME AWARDS: Special Prizes will be awarded to the participants with the best Costumes! This event is timed by Bay State Race Services and uses the B-Tag timing system (timing chip is attached to the back of the race bib). Please wear the race bib on the front of the shirt. COURSE LIMITS & REQUIREMENTS Walkers welcome! Course limit is 1 hour and 20 minutes for the O’ Shenanigans 5K. To finish within these time limits you must maintain a pace of approximately 27 minutes per mile . More… Participants must be at least 5 years of age on race day to enter the 5K. NOT ALLOWED ON THE COURSE: No dogs (service dogs must be identified as such at all times) No unregistered runners or walkers Headphones discouraged No bicycles, rollerblades, skateboards, or motorized vehicles NOTE: While we do allow baby jogger/strollers in this event, participants must follow the stroller policy detailed HERE . OUR RACE IS MADE POSSIBLE BY THE GENEROSITY OF THESE PARTNERS The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,3,https://www.hartfordmarathon.com/oshenanigans-5k/races/5k/,3906,638
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main HMF FitKids HMF FitKids in School Junior Team HMF High School Program Donate Now JUNIOR TEAM HMF Through the tremendous generosity of Dr. Susan Beris, a Southbury pediatrician, in 2022 HMF expanded its youth programs to include the Junior Team HMF program, designed to encourage a love of running among 6th to 8th graders. Team members serve as junior ambassadors for the Hartford Marathon Foundation’s Susie Beris, MD, Youth Running Program as well as for their school. Junior Team HMF members serve a one-year term. If you have any questions, please contact HMF Susie Beris, MD Youth Program Manager, Christy Miller . Thank you to our 2025 Junior Team HMF. Please read their bios below! PAST TEAMS 2024 2023 The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,1,https://www.hartfordmarathon.com/susie-beris-md-youth-running-program/junior-team-hmf/,1444,229
